variavel,descricao,fonte,link_fonte,ano_dado,unidade,nivel_geografico,forma_calculo,limitacoes,source_id,selecionada_para_modelo,categorias_codigo,categorias_descricao,source_column_index_zero_based
vab_industria_mil_reais,vab industria mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2010,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_industria_mil_reais,vab industria mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2011,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_industria_mil_reais,vab industria mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2012,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_industria_mil_reais,vab industria mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2013,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_industria_mil_reais,vab industria mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2014,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_industria_mil_reais,vab industria mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2015,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_industria_mil_reais,vab industria mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2016,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_industria_mil_reais,vab industria mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2017,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_industria_mil_reais,vab industria mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2018,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_industria_mil_reais,vab industria mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2019,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_industria_mil_reais,vab industria mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2020,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_industria_mil_reais,vab industria mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2021,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_industria_mil_reais,vab industria mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2022,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_industria_mil_reais,vab industria mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2023,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_servicos_mil_reais,vab servicos mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2010,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_servicos_mil_reais,vab servicos mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2011,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_servicos_mil_reais,vab servicos mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2012,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_servicos_mil_reais,vab servicos mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2013,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_servicos_mil_reais,vab servicos mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2014,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_servicos_mil_reais,vab servicos mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2015,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_servicos_mil_reais,vab servicos mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2016,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_servicos_mil_reais,vab servicos mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2017,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_servicos_mil_reais,vab servicos mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2018,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_servicos_mil_reais,vab servicos mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2019,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_servicos_mil_reais,vab servicos mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2020,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_servicos_mil_reais,vab servicos mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2021,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_servicos_mil_reais,vab servicos mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2022,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_servicos_mil_reais,vab servicos mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2023,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_administracao_publica_mil_reais,vab administracao publica mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2010,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_administracao_publica_mil_reais,vab administracao publica mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2011,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_administracao_publica_mil_reais,vab administracao publica mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2012,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_administracao_publica_mil_reais,vab administracao publica mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2013,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_administracao_publica_mil_reais,vab administracao publica mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2014,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_administracao_publica_mil_reais,vab administracao publica mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2015,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_administracao_publica_mil_reais,vab administracao publica mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2016,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_administracao_publica_mil_reais,vab administracao publica mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2017,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_administracao_publica_mil_reais,vab administracao publica mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2018,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_administracao_publica_mil_reais,vab administracao publica mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2019,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_administracao_publica_mil_reais,vab administracao publica mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2020,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_administracao_publica_mil_reais,vab administracao publica mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2021,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_administracao_publica_mil_reais,vab administracao publica mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2022,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_administracao_publica_mil_reais,vab administracao publica mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2023,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_total_mil_reais,vab total mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2010,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_total_mil_reais,vab total mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2011,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_total_mil_reais,vab total mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2012,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_total_mil_reais,vab total mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2013,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_total_mil_reais,vab total mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2014,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_total_mil_reais,vab total mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2015,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_total_mil_reais,vab total mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2016,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_total_mil_reais,vab total mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2017,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
vab_total_mil_reais,vab total mil reais,IBGE — PIB dos Municípios,https://ftp.ibge.gov.br/Pib_Municipios/2022_2023/base/base_de_dados_2010_2023_txt.zip,2018,Mil Reais,Município,"Valor publicado, lido por posição fixa; preços correntes.","PIB per capita não é renda domiciliar. Em 2022–2023, somente PIB/PIB per capita; denominadores populacionais censitários e revisões descritos no PDF do pacote.",ibge_pib_2010_2023,False,,,
